,specs,mp,mr,mt
61,"['y_60m', False, 10, 0.01, 'l2']",0.0498960498960499,1.0,0.0016894713172330013
62,"['y_60m', False, 10, 0.1, 'l1']",0.0498960498960499,1.0,0.0006609018656845937
63,"['y_60m', False, 10, 0.1, 'l2']",0.0498960498960499,1.0,0.0007029633388305198
64,"['y_60m', False, 10, 1, 'l1']",0.0498960498960499,1.0,0.0006057197565660188
65,"['y_60m', False, 10, 1, 'l2']",0.0498960498960499,1.0,0.0006045648931820658
66,"['y_60m', False, 10, 10, 'l1']",0.0498960498960499,1.0,0.0005928266973951363
67,"['y_60m', False, 10, 10, 'l2']",0.0498960498960499,1.0,0.0005925766744248837
68,"['y_60m', False, 10, 100, 'l1']",0.0498960498960499,1.0,0.0005915892797427312
69,"['y_60m', False, 10, 100, 'l2']",0.0498960498960499,1.0,0.0005905436327128856
70,"['y_60m', False, 10, 1000, 'l1']",0.0498960498960499,1.0,0.000591602986681173
71,"['y_60m', False, 10, 1000, 'l2']",0.0498960498960499,1.0,0.0005911109786832014
