,specs,mp,mr,mt
0,"['y_10m', True, 0, 0.01, 'l1']",0.757700205338809,0.9510309278350515,0.44877279122957847
1,"['y_10m', True, 0, 0.01, 'l2']",0.6949152542372882,0.9510309278350515,0.24765381172205325
2,"['y_10m', True, 0, 0.1, 'l1']",0.75,0.9510309278350515,0.18056152311417026
3,"['y_10m', True, 0, 0.1, 'l2']",0.708253358925144,0.9510309278350515,0.13825458408173227
4,"['y_10m', True, 0, 1, 'l1']",0.7469635627530364,0.9510309278350515,0.1381305925076804
5,"['y_10m', True, 0, 1, 'l2']",0.7394789579158316,0.9510309278350515,0.1322374209434658
6,"['y_10m', True, 0, 10, 'l1']",0.7424547283702213,0.9510309278350515,0.14978456900586648
7,"['y_10m', True, 0, 10, 'l2']",0.738,0.9510309278350515,0.14891528148017777
8,"['y_10m', True, 0, 100, 'l1']",0.738,0.9510309278350515,0.15197371824378922
9,"['y_10m', True, 0, 100, 'l2']",0.7306930693069307,0.9510309278350515,0.1337295607103092
10,"['y_10m', True, 0, 1000, 'l1']",0.738,0.9510309278350515,0.15247196339398306
11,"['y_10m', True, 0, 1000, 'l2']",0.7221135029354208,0.9510309278350515,0.1103923556757244
12,"['y_10m', True, 1, 0.01, 'l1']",0.7784810126582279,0.9510309278350515,0.39698491002294695
13,"['y_10m', True, 1, 0.01, 'l2']",0.6915887850467289,0.9536082474226805,0.25061430407522695
14,"['y_10m', True, 1, 0.1, 'l1']",0.7676348547717843,0.9536082474226805,0.1929874359139978
15,"['y_10m', True, 1, 0.1, 'l2']",0.7365269461077845,0.9510309278350515,0.18328355528460974
16,"['y_10m', True, 1, 1, 'l1']",0.7752100840336135,0.9510309278350515,0.1887252646718607
17,"['y_10m', True, 1, 1, 'l2']",0.7735849056603774,0.9510309278350515,0.20034287419942606
18,"['y_10m', True, 1, 10, 'l1']",0.7768421052631579,0.9510309278350515,0.19892572550788423
19,"['y_10m', True, 1, 10, 'l2']",0.7805907172995781,0.9536082474226805,0.20395942939548292
20,"['y_10m', True, 1, 100, 'l1']",0.7851063829787234,0.9510309278350515,0.21474092169286843
21,"['y_10m', True, 1, 100, 'l2']",0.7838983050847458,0.9536082474226805,0.2174030785731822
22,"['y_10m', True, 1, 1000, 'l1']",0.7851063829787234,0.9510309278350515,0.2147827857736552
23,"['y_10m', True, 1, 1000, 'l2']",0.7855626326963907,0.9536082474226805,0.21856383053684045
24,"['y_10m', True, 10, 0.01, 'l1']",0.8333333333333334,0.9536082474226805,0.3819726259031667
25,"['y_10m', True, 10, 0.01, 'l2']",0.7719665271966527,0.9510309278350515,0.2876630823868504
26,"['y_10m', True, 10, 0.1, 'l1']",0.8329571106094809,0.9510309278350515,0.37474345547640514
27,"['y_10m', True, 10, 0.1, 'l2']",0.835214446952596,0.9536082474226805,0.3855544222569626
28,"['y_10m', True, 10, 1, 'l1']",0.8329571106094809,0.9510309278350515,0.3919541240481825
29,"['y_10m', True, 10, 1, 'l2']",0.8329571106094809,0.9510309278350515,0.3923647355648033
30,"['y_10m', True, 10, 10, 'l1']",0.8314606741573034,0.9536082474226805,0.3877002508243968
31,"['y_10m', True, 10, 10, 'l2']",0.8329571106094809,0.9510309278350515,0.39530839861206396
32,"['y_10m', True, 10, 100, 'l1']",0.8314606741573034,0.9536082474226805,0.38865654119512927
33,"['y_10m', True, 10, 100, 'l2']",0.831081081081081,0.9510309278350515,0.3945214248605584
34,"['y_10m', True, 10, 1000, 'l1']",0.8314606741573034,0.9536082474226805,0.38907658777844834
35,"['y_10m', True, 10, 1000, 'l2']",0.8329571106094809,0.9510309278350515,0.39750062244602835
36,"['y_10m', False, 0, 0.01, 'l1']",0.8405466970387244,0.9510309278350515,0.5878854843474819
37,"['y_10m', False, 0, 0.01, 'l2']",0.8127753303964758,0.9510309278350515,0.5960574029563346
38,"['y_10m', False, 0, 0.1, 'l1']",0.8167770419426048,0.9536082474226805,0.45835473190444953
39,"['y_10m', False, 0, 0.1, 'l2']",0.7474747474747475,0.9536082474226805,0.36862772786296855
40,"['y_10m', False, 0, 1, 'l1']",0.7484787018255578,0.9510309278350515,0.1742657772936729
41,"['y_10m', False, 0, 1, 'l2']",0.7469635627530364,0.9510309278350515,0.20869465430154194
42,"['y_10m', False, 0, 10, 'l1']",0.7439516129032258,0.9510309278350515,0.1306936727400991
43,"['y_10m', False, 0, 10, 'l2']",0.7484787018255578,0.9510309278350515,0.14595812625125876
44,"['y_10m', False, 0, 100, 'l1']",0.7350597609561753,0.9510309278350515,0.11839733675374538
45,"['y_10m', False, 0, 100, 'l2']",0.7350597609561753,0.9510309278350515,0.11873789549506271
46,"['y_10m', False, 0, 1000, 'l1']",0.7350597609561753,0.9510309278350515,0.11817253712209572
47,"['y_10m', False, 0, 1000, 'l2']",0.7365269461077845,0.9510309278350515,0.11742237792505553
48,"['y_10m', False, 1, 0.01, 'l1']",0.8258928571428571,0.9536082474226805,0.5150266790103448
49,"['y_10m', False, 1, 0.01, 'l2']",0.7592592592592593,0.9510309278350515,0.5441420735968073
50,"['y_10m', False, 1, 0.1, 'l1']",0.831081081081081,0.9510309278350515,0.4234444168216888
51,"['y_10m', False, 1, 0.1, 'l2']",0.7561475409836066,0.9510309278350515,0.3605787597759581
52,"['y_10m', False, 1, 1, 'l1']",0.796976241900648,0.9510309278350515,0.27906649214528045
53,"['y_10m', False, 1, 1, 'l2']",0.7918454935622318,0.9510309278350515,0.28710935483122957
54,"['y_10m', False, 1, 10, 'l1']",0.7935483870967742,0.9510309278350515,0.26165822315532644
55,"['y_10m', False, 1, 10, 'l2']",0.7935483870967742,0.9510309278350515,0.2629262503503975
56,"['y_10m', False, 1, 100, 'l1']",0.7935483870967742,0.9510309278350515,0.25857704418513544
57,"['y_10m', False, 1, 100, 'l2']",0.7918454935622318,0.9510309278350515,0.2580482573265302
58,"['y_10m', False, 1, 1000, 'l1']",0.7935483870967742,0.9510309278350515,0.25826279859510076
59,"['y_10m', False, 1, 1000, 'l2']",0.7918454935622318,0.9510309278350515,0.25754091140269825
60,"['y_10m', False, 10, 0.01, 'l1']",0.8292134831460675,0.9510309278350515,0.41565148751266395
61,"['y_10m', False, 10, 0.01, 'l2']",0.8292134831460675,0.9510309278350515,0.5527564219602968
62,"['y_10m', False, 10, 0.1, 'l1']",0.8329571106094809,0.9510309278350515,0.39007472768780244
63,"['y_10m', False, 10, 0.1, 'l2']",0.8292134831460675,0.9510309278350515,0.4363860439066539
64,"['y_10m', False, 10, 1, 'l1']",0.8333333333333334,0.9536082474226805,0.36713153394262804
65,"['y_10m', False, 10, 1, 'l2']",0.834841628959276,0.9510309278350515,0.3948532006443131
66,"['y_10m', False, 10, 10, 'l1']",0.834841628959276,0.9510309278350515,0.38482041025272995
67,"['y_10m', False, 10, 10, 'l2']",0.834841628959276,0.9510309278350515,0.38726377405755213
68,"['y_10m', False, 10, 100, 'l1']",0.834841628959276,0.9510309278350515,0.38562521786679266
69,"['y_10m', False, 10, 100, 'l2']",0.834841628959276,0.9510309278350515,0.38664825002569264
70,"['y_10m', False, 10, 1000, 'l1']",0.834841628959276,0.9510309278350515,0.38574613363093224
71,"['y_10m', False, 10, 1000, 'l2']",0.834841628959276,0.9510309278350515,0.38659119315470536
