,specs,mp,mr,mt
0,"['y_60m', True, 0, 0.01, 'l1']",0.557427258805513,0.9503916449086162,0.25750071491410637
1,"['y_60m', True, 0, 0.01, 'l2']",0.5481927710843374,0.9503916449086162,0.20077489723339087
2,"['y_60m', True, 0, 0.1, 'l1']",0.5669781931464174,0.9503916449086162,0.28973642713690784
3,"['y_60m', True, 0, 0.1, 'l2']",0.5329428989751098,0.9503916449086162,0.31554084405755634
4,"['y_60m', True, 0, 1, 'l1']",0.4932249322493225,0.9503916449086162,0.3938602981701172
5,"['y_60m', True, 0, 1, 'l2']",0.48728246318607765,0.9503916449086162,0.3906388134425749
6,"['y_60m', True, 0, 10, 'l1']",0.48533333333333334,0.9503916449086162,0.40512304263529425
7,"['y_60m', True, 0, 10, 'l2']",0.48468708388814913,0.9503916449086162,0.401308516860684
8,"['y_60m', True, 0, 100, 'l1']",0.4815303430079156,0.9530026109660574,0.38693179776435394
9,"['y_60m', True, 0, 100, 'l2']",0.48089591567852435,0.9530026109660574,0.38513208876071187
10,"['y_60m', True, 0, 1000, 'l1']",0.4815303430079156,0.9530026109660574,0.3877373100554203
11,"['y_60m', True, 0, 1000, 'l2']",0.48089591567852435,0.9530026109660574,0.3876579328461985
12,"['y_60m', True, 1, 0.01, 'l1']",0.5345080763582967,0.9503916449086162,0.146271994308463
13,"['y_60m', True, 1, 0.01, 'l2']",0.5400593471810089,0.9503916449086162,0.1549114975239387
14,"['y_60m', True, 1, 0.1, 'l1']",0.5185185185185185,0.9503916449086162,0.10550658683130375
15,"['y_60m', True, 1, 0.1, 'l2']",0.5252525252525253,0.9503916449086162,0.13816974337613927
16,"['y_60m', True, 1, 1, 'l1']",0.5098039215686274,0.9503916449086162,0.1363788166404081
17,"['y_60m', True, 1, 1, 'l2']",0.49592391304347827,0.9530026109660574,0.13022594396982817
18,"['y_60m', True, 1, 10, 'l1']",0.4607594936708861,0.9503916449086162,0.12544025794912197
19,"['y_60m', True, 1, 10, 'l2']",0.4625158831003812,0.9503916449086162,0.12765718765907055
20,"['y_60m', True, 1, 100, 'l1']",0.4585427135678392,0.9530026109660574,0.12670545444037523
21,"['y_60m', True, 1, 100, 'l2']",0.4578616352201258,0.9503916449086162,0.13032251182381074
22,"['y_60m', True, 1, 1000, 'l1']",0.4578616352201258,0.9503916449086162,0.12835276849184343
23,"['y_60m', True, 1, 1000, 'l2']",0.4578616352201258,0.9503916449086162,0.13149578590013797
24,"['y_60m', True, 10, 0.01, 'l1']",0.5432835820895522,0.9503916449086162,0.08420675606897651
25,"['y_60m', True, 10, 0.01, 'l2']",0.5408618127786032,0.9503916449086162,0.0957144394577275
26,"['y_60m', True, 10, 0.1, 'l1']",0.5328467153284672,0.9530026109660574,0.09239288730377994
27,"['y_60m', True, 10, 0.1, 'l2']",0.5306122448979592,0.9503916449086162,0.09471360177320895
28,"['y_60m', True, 10, 1, 'l1']",0.5148514851485149,0.9503916449086162,0.08604337165304558
29,"['y_60m', True, 10, 1, 'l2']",0.5155807365439093,0.9503916449086162,0.0876407337068451
30,"['y_60m', True, 10, 10, 'l1']",0.5041551246537396,0.9503916449086162,0.08962172968781984
31,"['y_60m', True, 10, 10, 'l2']",0.5041551246537396,0.9503916449086162,0.0901192019474364
32,"['y_60m', True, 10, 100, 'l1']",0.5034578146611342,0.9503916449086162,0.08945378092346029
33,"['y_60m', True, 10, 100, 'l2']",0.5013736263736264,0.9530026109660574,0.08967653224186417
34,"['y_60m', True, 10, 1000, 'l1']",0.5027624309392266,0.9503916449086162,0.08945279913556524
35,"['y_60m', True, 10, 1000, 'l2']",0.5006858710562414,0.9530026109660574,0.08962701350878531
36,"['y_60m', False, 0, 0.01, 'l1']",0.5400593471810089,0.9503916449086162,0.2538911358852993
37,"['y_60m', False, 0, 0.01, 'l2']",0.5696400625978091,0.9503916449086162,0.36763273874806685
38,"['y_60m', False, 0, 0.1, 'l1']",0.5750394944707741,0.9503916449086162,0.2770974903864847
39,"['y_60m', False, 0, 0.1, 'l2']",0.5723270440251572,0.9503916449086162,0.2757168729271797
40,"['y_60m', False, 0, 1, 'l1']",0.5786963434022258,0.9503916449086162,0.26779830124860987
41,"['y_60m', False, 0, 1, 'l2']",0.5786963434022258,0.9503916449086162,0.2707102072754789
42,"['y_60m', False, 0, 10, 'l1']",0.5824,0.9503916449086162,0.24398069928684474
43,"['y_60m', False, 0, 10, 'l2']",0.5824,0.9503916449086162,0.25094414812765536
44,"['y_60m', False, 0, 100, 'l1']",0.5814696485623003,0.9503916449086162,0.23870868419647995
45,"['y_60m', False, 0, 100, 'l2']",0.5814696485623003,0.9503916449086162,0.23875534082130487
46,"['y_60m', False, 0, 1000, 'l1']",0.5814696485623003,0.9503916449086162,0.23837119448083796
47,"['y_60m', False, 0, 1000, 'l2']",0.5824,0.9503916449086162,0.2372493423465665
48,"['y_60m', False, 1, 0.01, 'l1']",0.5345080763582967,0.9503916449086162,0.16965725659591102
49,"['y_60m', False, 1, 0.01, 'l2']",0.5283018867924528,0.9503916449086162,0.1959198698383075
50,"['y_60m', False, 1, 0.1, 'l1']",0.5260115606936416,0.9503916449086162,0.11705918517555436
51,"['y_60m', False, 1, 0.1, 'l2']",0.5259365994236311,0.9530026109660574,0.12949127490573825
52,"['y_60m', False, 1, 1, 'l1']",0.5259365994236311,0.9530026109660574,0.11616826489552623
53,"['y_60m', False, 1, 1, 'l2']",0.5297532656023222,0.9530026109660574,0.12117875122630041
54,"['y_60m', False, 1, 10, 'l1']",0.5297532656023222,0.9530026109660574,0.12028125990984496
